image_id,family,seed,row_index,clutter_level,disorder_level,incoherence_level,salience_level,hierarchy_level,structural_clutter_index,geometric_order_index,palette_coherence_index,visual_salience_index,focal_hierarchy_index,image_path
X_opencv_S105_R007,X_opencv_orthogonal,105,7,0,1,2,3,3,0,75,50,75,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R007.png
X_opencv_S105_R008,X_opencv_orthogonal,105,8,0,1,3,4,1,0,75,25,100,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R008.png
X_opencv_S105_R009,X_opencv_orthogonal,105,9,0,1,4,0,4,0,75,0,0,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R009.png
X_opencv_S105_R010,X_opencv_orthogonal,105,10,0,2,0,2,4,0,50,100,50,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R010.png
X_opencv_S105_R011,X_opencv_orthogonal,105,11,0,2,1,3,2,0,50,75,75,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R011.png
X_opencv_S105_R012,X_opencv_orthogonal,105,12,0,2,2,4,0,0,50,50,100,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R012.png
X_opencv_S105_R013,X_opencv_orthogonal,105,13,0,2,3,0,3,0,50,25,0,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R013.png
X_opencv_S105_R014,X_opencv_orthogonal,105,14,0,2,4,1,1,0,50,0,25,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R014.png
X_opencv_S105_R015,X_opencv_orthogonal,105,15,0,3,0,3,1,0,25,100,75,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R015.png
X_opencv_S105_R016,X_opencv_orthogonal,105,16,0,3,1,4,4,0,25,75,100,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R016.png
X_opencv_S105_R017,X_opencv_orthogonal,105,17,0,3,2,0,2,0,25,50,0,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R017.png
X_opencv_S105_R018,X_opencv_orthogonal,105,18,0,3,3,1,0,0,25,25,25,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R018.png
X_opencv_S105_R019,X_opencv_orthogonal,105,19,0,3,4,2,3,0,25,0,50,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R019.png
X_opencv_S105_R020,X_opencv_orthogonal,105,20,0,4,0,4,3,0,0,100,100,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R020.png
X_opencv_S105_R021,X_opencv_orthogonal,105,21,0,4,1,0,1,0,0,75,0,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R021.png
X_opencv_S105_R022,X_opencv_orthogonal,105,22,0,4,2,1,4,0,0,50,25,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R022.png
X_opencv_S105_R023,X_opencv_orthogonal,105,23,0,4,3,2,2,0,0,25,50,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R023.png
X_opencv_S105_R024,X_opencv_orthogonal,105,24,0,4,4,3,0,0,0,0,75,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R024.png
X_opencv_S105_R025,X_opencv_orthogonal,105,25,1,0,0,1,1,25,100,100,25,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R025.png
X_opencv_S105_R026,X_opencv_orthogonal,105,26,1,0,1,2,4,25,100,75,50,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R026.png
X_opencv_S105_R027,X_opencv_orthogonal,105,27,1,0,2,3,2,25,100,50,75,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R027.png
X_opencv_S105_R028,X_opencv_orthogonal,105,28,1,0,3,4,0,25,100,25,100,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R028.png
X_opencv_S105_R029,X_opencv_orthogonal,105,29,1,0,4,0,3,25,100,0,0,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R029.png
X_opencv_S105_R030,X_opencv_orthogonal,105,30,1,1,0,2,3,25,75,100,50,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R030.png
X_opencv_S105_R031,X_opencv_orthogonal,105,31,1,1,1,3,1,25,75,75,75,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R031.png
X_opencv_S105_R032,X_opencv_orthogonal,105,32,1,1,2,4,4,25,75,50,100,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R032.png
X_opencv_S105_R033,X_opencv_orthogonal,105,33,1,1,3,0,2,25,75,25,0,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R033.png
X_opencv_S105_R034,X_opencv_orthogonal,105,34,1,1,4,1,0,25,75,0,25,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R034.png
X_opencv_S105_R035,X_opencv_orthogonal,105,35,1,2,0,3,0,25,50,100,75,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R035.png
X_opencv_S105_R036,X_opencv_orthogonal,105,36,1,2,1,4,3,25,50,75,100,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R036.png
X_opencv_S105_R037,X_opencv_orthogonal,105,37,1,2,2,0,1,25,50,50,0,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R037.png
X_opencv_S105_R038,X_opencv_orthogonal,105,38,1,2,3,1,4,25,50,25,25,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R038.png
X_opencv_S105_R039,X_opencv_orthogonal,105,39,1,2,4,2,2,25,50,0,50,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R039.png
X_opencv_S105_R040,X_opencv_orthogonal,105,40,1,3,0,4,2,25,25,100,100,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R040.png
X_opencv_S105_R041,X_opencv_orthogonal,105,41,1,3,1,0,0,25,25,75,0,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R041.png
X_opencv_S105_R042,X_opencv_orthogonal,105,42,1,3,2,1,3,25,25,50,25,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R042.png
X_opencv_S105_R043,X_opencv_orthogonal,105,43,1,3,3,2,1,25,25,25,50,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R043.png
X_opencv_S105_R044,X_opencv_orthogonal,105,44,1,3,4,3,4,25,25,0,75,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R044.png
X_opencv_S105_R045,X_opencv_orthogonal,105,45,1,4,0,0,4,25,0,100,0,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R045.png
X_opencv_S105_R046,X_opencv_orthogonal,105,46,1,4,1,1,2,25,0,75,25,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R046.png
X_opencv_S105_R047,X_opencv_orthogonal,105,47,1,4,2,2,0,25,0,50,50,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R047.png
X_opencv_S105_R048,X_opencv_orthogonal,105,48,1,4,3,3,3,25,0,25,75,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R048.png
X_opencv_S105_R049,X_opencv_orthogonal,105,49,1,4,4,4,1,25,0,0,100,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R049.png
X_opencv_S105_R050,X_opencv_orthogonal,105,50,2,0,0,2,2,50,100,100,50,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R050.png
X_opencv_S105_R051,X_opencv_orthogonal,105,51,2,0,1,3,0,50,100,75,75,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R051.png
X_opencv_S105_R052,X_opencv_orthogonal,105,52,2,0,2,4,3,50,100,50,100,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R052.png
X_opencv_S105_R053,X_opencv_orthogonal,105,53,2,0,3,0,1,50,100,25,0,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R053.png
X_opencv_S105_R054,X_opencv_orthogonal,105,54,2,0,4,1,4,50,100,0,25,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R054.png
X_opencv_S105_R055,X_opencv_orthogonal,105,55,2,1,0,3,4,50,75,100,75,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R055.png
X_opencv_S105_R056,X_opencv_orthogonal,105,56,2,1,1,4,2,50,75,75,100,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R056.png
X_opencv_S105_R057,X_opencv_orthogonal,105,57,2,1,2,0,0,50,75,50,0,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R057.png
X_opencv_S105_R058,X_opencv_orthogonal,105,58,2,1,3,1,3,50,75,25,25,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R058.png
X_opencv_S105_R059,X_opencv_orthogonal,105,59,2,1,4,2,1,50,75,0,50,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R059.png
X_opencv_S105_R060,X_opencv_orthogonal,105,60,2,2,0,4,1,50,50,100,100,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R060.png
X_opencv_S105_R061,X_opencv_orthogonal,105,61,2,2,1,0,4,50,50,75,0,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R061.png
X_opencv_S105_R062,X_opencv_orthogonal,105,62,2,2,2,1,2,50,50,50,25,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R062.png
X_opencv_S105_R063,X_opencv_orthogonal,105,63,2,2,3,2,0,50,50,25,50,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R063.png
X_opencv_S105_R064,X_opencv_orthogonal,105,64,2,2,4,3,3,50,50,0,75,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R064.png
X_opencv_S105_R065,X_opencv_orthogonal,105,65,2,3,0,0,3,50,25,100,0,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R065.png
X_opencv_S105_R066,X_opencv_orthogonal,105,66,2,3,1,1,1,50,25,75,25,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R066.png
X_opencv_S105_R067,X_opencv_orthogonal,105,67,2,3,2,2,4,50,25,50,50,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R067.png
X_opencv_S105_R068,X_opencv_orthogonal,105,68,2,3,3,3,2,50,25,25,75,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R068.png
X_opencv_S105_R069,X_opencv_orthogonal,105,69,2,3,4,4,0,50,25,0,100,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R069.png
X_opencv_S105_R070,X_opencv_orthogonal,105,70,2,4,0,1,0,50,0,100,25,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R070.png
X_opencv_S105_R071,X_opencv_orthogonal,105,71,2,4,1,2,3,50,0,75,50,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R071.png
X_opencv_S105_R072,X_opencv_orthogonal,105,72,2,4,2,3,1,50,0,50,75,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R072.png
X_opencv_S105_R073,X_opencv_orthogonal,105,73,2,4,3,4,4,50,0,25,100,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R073.png
X_opencv_S105_R074,X_opencv_orthogonal,105,74,2,4,4,0,2,50,0,0,0,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R074.png
X_opencv_S105_R075,X_opencv_orthogonal,105,75,3,0,0,3,3,75,100,100,75,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R075.png
X_opencv_S105_R076,X_opencv_orthogonal,105,76,3,0,1,4,1,75,100,75,100,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R076.png
X_opencv_S105_R077,X_opencv_orthogonal,105,77,3,0,2,0,4,75,100,50,0,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R077.png
X_opencv_S105_R078,X_opencv_orthogonal,105,78,3,0,3,1,2,75,100,25,25,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R078.png
X_opencv_S105_R079,X_opencv_orthogonal,105,79,3,0,4,2,0,75,100,0,50,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R079.png
X_opencv_S105_R080,X_opencv_orthogonal,105,80,3,1,0,4,0,75,75,100,100,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R080.png
X_opencv_S105_R081,X_opencv_orthogonal,105,81,3,1,1,0,3,75,75,75,0,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R081.png
X_opencv_S105_R082,X_opencv_orthogonal,105,82,3,1,2,1,1,75,75,50,25,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R082.png
X_opencv_S105_R083,X_opencv_orthogonal,105,83,3,1,3,2,4,75,75,25,50,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R083.png
X_opencv_S105_R084,X_opencv_orthogonal,105,84,3,1,4,3,2,75,75,0,75,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R084.png
X_opencv_S105_R085,X_opencv_orthogonal,105,85,3,2,0,0,2,75,50,100,0,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R085.png
X_opencv_S105_R086,X_opencv_orthogonal,105,86,3,2,1,1,0,75,50,75,25,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R086.png
X_opencv_S105_R087,X_opencv_orthogonal,105,87,3,2,2,2,3,75,50,50,50,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R087.png
X_opencv_S105_R088,X_opencv_orthogonal,105,88,3,2,3,3,1,75,50,25,75,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R088.png
X_opencv_S105_R089,X_opencv_orthogonal,105,89,3,2,4,4,4,75,50,0,100,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R089.png
X_opencv_S105_R090,X_opencv_orthogonal,105,90,3,3,0,1,4,75,25,100,25,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R090.png
X_opencv_S105_R091,X_opencv_orthogonal,105,91,3,3,1,2,2,75,25,75,50,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R091.png
X_opencv_S105_R092,X_opencv_orthogonal,105,92,3,3,2,3,0,75,25,50,75,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R092.png
X_opencv_S105_R093,X_opencv_orthogonal,105,93,3,3,3,4,3,75,25,25,100,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R093.png
X_opencv_S105_R094,X_opencv_orthogonal,105,94,3,3,4,0,1,75,25,0,0,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R094.png
X_opencv_S105_R095,X_opencv_orthogonal,105,95,3,4,0,2,1,75,0,100,50,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R095.png
X_opencv_S105_R096,X_opencv_orthogonal,105,96,3,4,1,3,4,75,0,75,75,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R096.png
X_opencv_S105_R097,X_opencv_orthogonal,105,97,3,4,2,4,2,75,0,50,100,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R097.png
X_opencv_S105_R098,X_opencv_orthogonal,105,98,3,4,3,0,0,75,0,25,0,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R098.png
X_opencv_S105_R099,X_opencv_orthogonal,105,99,3,4,4,1,3,75,0,0,25,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R099.png
X_opencv_S105_R100,X_opencv_orthogonal,105,100,4,0,0,4,4,100,100,100,100,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R100.png
X_opencv_S105_R101,X_opencv_orthogonal,105,101,4,0,1,0,2,100,100,75,0,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R101.png
X_opencv_S105_R102,X_opencv_orthogonal,105,102,4,0,2,1,0,100,100,50,25,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R102.png
X_opencv_S105_R103,X_opencv_orthogonal,105,103,4,0,3,2,3,100,100,25,50,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R103.png
X_opencv_S105_R104,X_opencv_orthogonal,105,104,4,0,4,3,1,100,100,0,75,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R104.png
X_opencv_S105_R105,X_opencv_orthogonal,105,105,4,1,0,0,1,100,75,100,0,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R105.png
X_opencv_S105_R106,X_opencv_orthogonal,105,106,4,1,1,1,4,100,75,75,25,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R106.png
X_opencv_S105_R107,X_opencv_orthogonal,105,107,4,1,2,2,2,100,75,50,50,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R107.png
X_opencv_S105_R108,X_opencv_orthogonal,105,108,4,1,3,3,0,100,75,25,75,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R108.png
X_opencv_S105_R109,X_opencv_orthogonal,105,109,4,1,4,4,3,100,75,0,100,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R109.png
X_opencv_S105_R110,X_opencv_orthogonal,105,110,4,2,0,1,3,100,50,100,25,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R110.png
X_opencv_S105_R111,X_opencv_orthogonal,105,111,4,2,1,2,1,100,50,75,50,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R111.png
X_opencv_S105_R112,X_opencv_orthogonal,105,112,4,2,2,3,4,100,50,50,75,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R112.png
X_opencv_S105_R113,X_opencv_orthogonal,105,113,4,2,3,4,2,100,50,25,100,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R113.png
X_opencv_S105_R114,X_opencv_orthogonal,105,114,4,2,4,0,0,100,50,0,0,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R114.png
X_opencv_S105_R115,X_opencv_orthogonal,105,115,4,3,0,2,0,100,25,100,50,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R115.png
X_opencv_S105_R116,X_opencv_orthogonal,105,116,4,3,1,3,3,100,25,75,75,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R116.png
X_opencv_S105_R117,X_opencv_orthogonal,105,117,4,3,2,4,1,100,25,50,100,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R117.png
X_opencv_S105_R118,X_opencv_orthogonal,105,118,4,3,3,0,4,100,25,25,0,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R118.png
X_opencv_S105_R119,X_opencv_orthogonal,105,119,4,3,4,1,2,100,25,0,25,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R119.png
X_opencv_S105_R120,X_opencv_orthogonal,105,120,4,4,0,3,2,100,0,100,75,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R120.png
X_opencv_S105_R121,X_opencv_orthogonal,105,121,4,4,1,4,0,100,0,75,100,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R121.png
X_opencv_S105_R122,X_opencv_orthogonal,105,122,4,4,2,0,3,100,0,50,0,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R122.png
X_opencv_S105_R123,X_opencv_orthogonal,105,123,4,4,3,1,1,100,0,25,25,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R123.png
X_opencv_S105_R124,X_opencv_orthogonal,105,124,4,4,4,2,4,100,0,0,50,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S105_R124.png
X_opencv_S106_R000,X_opencv_orthogonal,106,0,0,0,0,0,0,0,100,100,0,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R000.png
X_opencv_S106_R001,X_opencv_orthogonal,106,1,0,0,1,1,3,0,100,75,25,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R001.png
X_opencv_S106_R002,X_opencv_orthogonal,106,2,0,0,2,2,1,0,100,50,50,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R002.png
X_opencv_S106_R003,X_opencv_orthogonal,106,3,0,0,3,3,4,0,100,25,75,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R003.png
X_opencv_S106_R004,X_opencv_orthogonal,106,4,0,0,4,4,2,0,100,0,100,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R004.png
X_opencv_S106_R005,X_opencv_orthogonal,106,5,0,1,0,1,2,0,75,100,25,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R005.png
X_opencv_S106_R006,X_opencv_orthogonal,106,6,0,1,1,2,0,0,75,75,50,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R006.png
X_opencv_S106_R007,X_opencv_orthogonal,106,7,0,1,2,3,3,0,75,50,75,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R007.png
X_opencv_S106_R008,X_opencv_orthogonal,106,8,0,1,3,4,1,0,75,25,100,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R008.png
X_opencv_S106_R009,X_opencv_orthogonal,106,9,0,1,4,0,4,0,75,0,0,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R009.png
X_opencv_S106_R010,X_opencv_orthogonal,106,10,0,2,0,2,4,0,50,100,50,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R010.png
X_opencv_S106_R011,X_opencv_orthogonal,106,11,0,2,1,3,2,0,50,75,75,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R011.png
X_opencv_S106_R012,X_opencv_orthogonal,106,12,0,2,2,4,0,0,50,50,100,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R012.png
X_opencv_S106_R013,X_opencv_orthogonal,106,13,0,2,3,0,3,0,50,25,0,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R013.png
X_opencv_S106_R014,X_opencv_orthogonal,106,14,0,2,4,1,1,0,50,0,25,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R014.png
X_opencv_S106_R015,X_opencv_orthogonal,106,15,0,3,0,3,1,0,25,100,75,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R015.png
X_opencv_S106_R016,X_opencv_orthogonal,106,16,0,3,1,4,4,0,25,75,100,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R016.png
X_opencv_S106_R017,X_opencv_orthogonal,106,17,0,3,2,0,2,0,25,50,0,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R017.png
X_opencv_S106_R018,X_opencv_orthogonal,106,18,0,3,3,1,0,0,25,25,25,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R018.png
X_opencv_S106_R019,X_opencv_orthogonal,106,19,0,3,4,2,3,0,25,0,50,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R019.png
X_opencv_S106_R020,X_opencv_orthogonal,106,20,0,4,0,4,3,0,0,100,100,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R020.png
X_opencv_S106_R021,X_opencv_orthogonal,106,21,0,4,1,0,1,0,0,75,0,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R021.png
X_opencv_S106_R022,X_opencv_orthogonal,106,22,0,4,2,1,4,0,0,50,25,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R022.png
X_opencv_S106_R023,X_opencv_orthogonal,106,23,0,4,3,2,2,0,0,25,50,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R023.png
X_opencv_S106_R024,X_opencv_orthogonal,106,24,0,4,4,3,0,0,0,0,75,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R024.png
X_opencv_S106_R025,X_opencv_orthogonal,106,25,1,0,0,1,1,25,100,100,25,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R025.png
X_opencv_S106_R026,X_opencv_orthogonal,106,26,1,0,1,2,4,25,100,75,50,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R026.png
X_opencv_S106_R027,X_opencv_orthogonal,106,27,1,0,2,3,2,25,100,50,75,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R027.png
X_opencv_S106_R028,X_opencv_orthogonal,106,28,1,0,3,4,0,25,100,25,100,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R028.png
X_opencv_S106_R029,X_opencv_orthogonal,106,29,1,0,4,0,3,25,100,0,0,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R029.png
X_opencv_S106_R030,X_opencv_orthogonal,106,30,1,1,0,2,3,25,75,100,50,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R030.png
X_opencv_S106_R031,X_opencv_orthogonal,106,31,1,1,1,3,1,25,75,75,75,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R031.png
X_opencv_S106_R032,X_opencv_orthogonal,106,32,1,1,2,4,4,25,75,50,100,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R032.png
X_opencv_S106_R033,X_opencv_orthogonal,106,33,1,1,3,0,2,25,75,25,0,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R033.png
X_opencv_S106_R034,X_opencv_orthogonal,106,34,1,1,4,1,0,25,75,0,25,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R034.png
X_opencv_S106_R035,X_opencv_orthogonal,106,35,1,2,0,3,0,25,50,100,75,0,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R035.png
X_opencv_S106_R036,X_opencv_orthogonal,106,36,1,2,1,4,3,25,50,75,100,75,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R036.png
X_opencv_S106_R037,X_opencv_orthogonal,106,37,1,2,2,0,1,25,50,50,0,25,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R037.png
X_opencv_S106_R038,X_opencv_orthogonal,106,38,1,2,3,1,4,25,50,25,25,100,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R038.png
X_opencv_S106_R039,X_opencv_orthogonal,106,39,1,2,4,2,2,25,50,0,50,50,results/no_human/runs/run_20260720_external_protocol_v6/images/X_opencv_S106_R039.png
